step,mloss,gloss,loss
4483.0,0.889,0.6232,1.5122
4484.0,0.9096,0.6304,1.54
4485.0,0.896,0.6321,1.5281
4486.0,0.9218,0.6217,1.5434999999999999
4487.0,0.8842,0.6198,1.504
4488.0,0.886,0.6387,1.5247000000000002
4489.0,0.8911,0.6308,1.5219
4490.0,0.9041,0.6087,1.5128
4491.0,0.8997,0.6315,1.5312000000000001
4492.0,0.8916,0.6153,1.5069
4493.0,0.8774,0.6258,1.5032
4494.0,0.9301,0.6378,1.5679
4495.0,0.924,0.6123,1.5363
4496.0,0.8935,0.627,1.5205
4497.0,0.8427,0.6191,1.4618
4498.0,0.8921,0.6204,1.5125
4499.0,0.9113,0.6311,1.5424
4500.0,0.8742,0.6322,1.5064
4501.0,0.876,0.6168,1.4928
4502.0,0.8978,0.6103,1.5081
4503.0,0.9005,0.614,1.5145
4504.0,0.9139,0.623,1.5369000000000002
4505.0,0.9,0.6136,1.5136
4506.0,0.8577,0.6313,1.4889999999999999
4507.0,0.8906,0.6255,1.5160999999999998
4508.0,0.9232,0.6204,1.5436
4509.0,0.8921,0.6399,1.532
4510.0,0.9199,0.6265,1.5464
4511.0,0.88,0.6189,1.4989
4512.0,0.9194,0.6073,1.5267
4513.0,0.8933,0.6242,1.5175
4514.0,0.8412,0.6263,1.4674999999999998
4515.0,0.8675,0.6145,1.4820000000000002
4516.0,0.8825,0.626,1.5085
4517.0,0.8768,0.6349,1.5117
4518.0,0.8973,0.6323,1.5295999999999998
4519.0,0.8781,0.628,1.5061
4520.0,0.8359,0.6277,1.4636
4521.0,0.9016,0.632,1.5335999999999999
4522.0,0.9023,0.6115,1.5138
4523.0,0.8975,0.6287,1.5262
4524.0,0.8834,0.6324,1.5158
4525.0,0.9168,0.6138,1.5306
4526.0,0.8843,0.6264,1.5107
4527.0,0.8788,0.6373,1.5161
4528.0,0.9206,0.6348,1.5554000000000001
4529.0,0.9118,0.6241,1.5359
4530.0,0.897,0.6336,1.5306000000000002
4531.0,0.9357,0.6229,1.5586
4532.0,0.9131,0.6221,1.5352000000000001
4533.0,0.9183,0.6281,1.5464
4534.0,0.9332,0.6322,1.5654
4535.0,0.9425,0.6271,1.5695999999999999
4536.0,0.882,0.6255,1.5074999999999998
4537.0,0.8823,0.6254,1.5076999999999998
4538.0,0.9133,0.6513,1.5646
4539.0,0.9322,0.6641,1.5963
4540.0,0.8774,0.6351,1.5125
4541.0,0.8862,0.6275,1.5137
4542.0,0.9558,0.6321,1.5878999999999999
4543.0,0.8837,0.6321,1.5158
4544.0,0.9033,0.6116,1.5149
4545.0,0.8846,0.64,1.5246
4546.0,0.8858,0.6393,1.5251000000000001
4547.0,0.8645,0.6306,1.4951
4548.0,0.9272,0.6197,1.5469
4549.0,0.8878,0.6301,1.5179
4550.0,0.8904,0.6361,1.5265
4551.0,0.8865,0.6263,1.5128
4552.0,0.8959,0.6093,1.5051999999999999
4553.0,0.9315,0.6402,1.5716999999999999
4554.0,0.8886,0.6382,1.5268
4555.0,0.9134,0.6043,1.5177
4556.0,0.8806,0.6411,1.5217
4557.0,0.8648,0.6285,1.4933
4558.0,0.8742,0.6267,1.5009000000000001
4559.0,0.853,0.6265,1.4794999999999998
4560.0,0.8707,0.6447,1.5154
4561.0,0.9105,0.6185,1.529
4562.0,0.8721,0.6376,1.5097
4563.0,0.9136,0.6251,1.5387
4564.0,0.9227,0.6409,1.5636
4565.0,0.8721,0.6349,1.5070000000000001
4566.0,0.8983,0.615,1.5133
4567.0,0.8621,0.6295,1.4916
4568.0,0.8758,0.6149,1.4907
4569.0,0.8924,0.6125,1.5049000000000001
4570.0,0.8704,0.6181,1.4885
4571.0,0.8899,0.6299,1.5198
4572.0,0.9306,0.638,1.5686
4573.0,0.9301,0.6135,1.5436
4574.0,0.9052,0.6297,1.5349
4575.0,0.8996,0.6447,1.5443
4576.0,0.8955,0.6265,1.5219999999999998
4577.0,0.8846,0.6336,1.5182000000000002
4578.0,0.8927,0.6428,1.5355
4579.0,0.9021,0.6187,1.5208
4580.0,0.8595,0.629,1.4885000000000002
4581.0,0.9068,0.6437,1.5505
4582.0,0.9533,0.6194,1.5727
4583.0,0.898,0.6224,1.5204
4584.0,0.8765,0.6256,1.5021
4585.0,0.8956,0.6137,1.5093
4586.0,0.8972,0.6229,1.5201
4587.0,0.9532,0.6111,1.5643
4588.0,0.8815,0.6284,1.5099
4589.0,0.8535,0.6146,1.4681000000000002
4590.0,0.9068,0.6131,1.5199
4591.0,0.8869,0.6073,1.4942
4592.0,0.9171,0.6156,1.5327000000000002
4593.0,0.8993,0.6096,1.5089000000000001
4594.0,0.8947,0.6201,1.5148000000000001
4595.0,0.8966,0.6228,1.5194
4596.0,0.871,0.6273,1.4983
4597.0,0.899,0.613,1.512
4598.0,0.8524,0.6227,1.4751
4599.0,0.9047,0.6281,1.5328
4600.0,0.8986,0.6185,1.5171000000000001
4601.0,0.8692,0.642,1.5112
4602.0,0.8768,0.6247,1.5015
4603.0,0.8895,0.6149,1.5044
4604.0,0.8912,0.6327,1.5239
4605.0,0.908,0.6203,1.5283
4606.0,0.9284,0.6267,1.5551
4607.0,0.8853,0.621,1.5063
4608.0,0.901,0.6155,1.5165000000000002
4609.0,0.8935,0.6212,1.5147
4610.0,0.8661,0.624,1.4901
4611.0,0.8904,0.6219,1.5123
4612.0,0.8784,0.6352,1.5135999999999998
4613.0,0.9131,0.6278,1.5409000000000002
4614.0,0.8893,0.6365,1.5257999999999998
4615.0,0.9129,0.6374,1.5503
4616.0,0.9838,0.611,1.5948
4617.0,0.8969,0.612,1.5089000000000001
4618.0,0.8736,0.6186,1.4922
4619.0,0.9395,0.6326,1.5721
4620.0,0.9042,0.6238,1.528
4621.0,0.8834,0.6271,1.5105
4622.0,0.8884,0.6154,1.5038
4623.0,0.8635,0.6228,1.4863
4624.0,0.9045,0.6215,1.526
4625.0,0.8738,0.6069,1.4807000000000001
4626.0,0.8873,0.6106,1.4979
4627.0,0.8804,0.6323,1.5127
4628.0,0.8999,0.6426,1.5425
4629.0,0.93,0.6294,1.5594000000000001
4630.0,0.8971,0.6279,1.525
4631.0,0.9055,0.6287,1.5342
4632.0,0.8992,0.6115,1.5107
4633.0,0.9136,0.6335,1.5471
4634.0,0.861,0.6238,1.4848
4635.0,0.9383,0.6231,1.5614
4636.0,0.9466,0.6226,1.5692
4637.0,0.8739,0.6067,1.4806
4638.0,0.9239,0.6444,1.5683
4639.0,0.8705,0.6248,1.4953
4640.0,0.868,0.6219,1.4899
4641.0,0.9473,0.6285,1.5758
4642.0,0.8876,0.6237,1.5112999999999999
4643.0,0.8731,0.6051,1.4782
4644.0,0.9346,0.6118,1.5464
4645.0,0.8544,0.6073,1.4617
4646.0,0.8894,0.6143,1.5036999999999998
4647.0,0.8843,0.6275,1.5118
4648.0,0.916,0.6126,1.5286
4649.0,0.8724,0.6194,1.4918
4650.0,0.8687,0.6171,1.4858
4651.0,0.9224,0.6243,1.5467
4652.0,0.895,0.6211,1.5161
4653.0,0.8932,0.6473,1.5405
4654.0,0.8731,0.6208,1.4939
4655.0,0.8901,0.6206,1.5107
4656.0,0.8668,0.6413,1.5081
4657.0,0.9104,0.6323,1.5427
4658.0,0.895,0.6307,1.5257
4659.0,0.8779,0.6368,1.5147
4660.0,0.897,0.6435,1.5405
4661.0,0.8879,0.6318,1.5197
4662.0,0.8845,0.6199,1.5044
4663.0,0.9187,0.6239,1.5426
4664.0,0.8661,0.6177,1.4838
4665.0,0.8724,0.6111,1.4834999999999998
4666.0,0.8946,0.6354,1.5299999999999998
4667.0,0.8778,0.6191,1.4969000000000001
4668.0,0.8914,0.6195,1.5109
4669.0,0.8886,0.6365,1.5251
4670.0,0.8903,0.631,1.5213
4671.0,0.8701,0.6286,1.4987
4672.0,0.8962,0.6208,1.517
4673.0,0.8733,0.6378,1.5110999999999999
4674.0,0.9383,0.6164,1.5547
4675.0,0.9385,0.6235,1.562
4676.0,0.8763,0.634,1.5103
4677.0,0.8373,0.6213,1.4586000000000001
4678.0,0.8961,0.6092,1.5053
4679.0,0.8987,0.6318,1.5305
4680.0,0.8845,0.6438,1.5283
4681.0,0.8625,0.6139,1.4764
4682.0,0.8758,0.6106,1.4864000000000002
4683.0,0.854,0.631,1.4849999999999999
4684.0,0.9078,0.6297,1.5375
4685.0,0.9352,0.6237,1.5589
4686.0,0.8809,0.6422,1.5231
4687.0,0.871,0.6245,1.4955
4688.0,0.8902,0.6195,1.5097
4689.0,0.9099,0.6276,1.5375
4690.0,0.8656,0.6235,1.4891
4691.0,0.8762,0.6249,1.5011
4692.0,0.8742,0.622,1.4962
4693.0,0.9274,0.6245,1.5519
4694.0,0.862,0.606,1.468
4695.0,0.9332,0.6243,1.5575
4696.0,0.8816,0.6277,1.5093
4697.0,0.853,0.6224,1.4754
4698.0,0.8951,0.6335,1.5286
4699.0,0.9065,0.6314,1.5379
4700.0,0.9485,0.6227,1.5712000000000002
4701.0,0.9029,0.6287,1.5316
4702.0,0.9471,0.6211,1.5682
4703.0,0.855,0.6144,1.4693999999999998
4704.0,0.8671,0.6201,1.4872
4705.0,0.9272,0.6185,1.5457
4706.0,0.9003,0.6144,1.5147
4707.0,0.8944,0.6287,1.5231
4708.0,0.8866,0.6342,1.5208
4709.0,0.8937,0.6214,1.5151
4710.0,0.9023,0.6243,1.5266
4711.0,0.8803,0.6175,1.4978
4712.0,0.9084,0.6226,1.5310000000000001
4713.0,0.8833,0.6269,1.5102
4714.0,0.8661,0.6022,1.4683
4715.0,1.1585,0.6125,1.7710000000000001
4716.0,0.8838,0.632,1.5158
4717.0,0.9197,0.631,1.5507
4718.0,0.9119,0.6195,1.5314
4719.0,0.9328,0.6153,1.5480999999999998
4720.0,0.9149,0.6237,1.5386000000000002
4721.0,0.9311,0.633,1.5641
4722.0,0.8845,0.6216,1.5061
4723.0,0.8914,0.6267,1.5181
4724.0,0.8982,0.6427,1.5409000000000002
4725.0,0.8892,0.6272,1.5164
4726.0,0.9094,0.6234,1.5328
4727.0,0.8993,0.6398,1.5391
4728.0,0.8885,0.6419,1.5304
4729.0,0.8716,0.6232,1.4948000000000001
4730.0,0.9202,0.6368,1.557
4731.0,0.9173,0.6353,1.5526
4732.0,0.9057,0.6339,1.5396
4733.0,0.896,0.6271,1.5231
4734.0,0.8936,0.6355,1.5291
4735.0,0.904,0.6323,1.5363
4736.0,0.8701,0.6062,1.4763
4737.0,0.903,0.6201,1.5231
4738.0,0.8728,0.6224,1.4952
4739.0,0.8702,0.6271,1.4973
4740.0,0.873,0.6256,1.4986000000000002
4741.0,0.8865,0.6143,1.5008
4742.0,0.9111,0.6232,1.5343
4743.0,0.8675,0.621,1.4885000000000002
4744.0,0.9133,0.6081,1.5213999999999999
4745.0,0.8904,0.627,1.5173999999999999
4746.0,0.8919,0.6203,1.5122
4747.0,0.9145,0.6101,1.5246
4748.0,0.9184,0.6348,1.5532
4749.0,0.8797,0.634,1.5137
4750.0,0.9165,0.6391,1.5556
4751.0,0.8987,0.6271,1.5258
4752.0,0.9159,0.6295,1.5453999999999999
4753.0,0.8735,0.6352,1.5087000000000002
4754.0,0.8717,0.6252,1.4969000000000001
4755.0,0.8782,0.6166,1.4948000000000001
4756.0,0.8721,0.6259,1.498
4757.0,0.9071,0.6149,1.522
4758.0,0.8673,0.6108,1.4781
4759.0,1.0753,0.603,1.6783
4760.0,0.8727,0.6159,1.4886
4761.0,0.882,0.6221,1.5041
4762.0,0.9025,0.6266,1.5291000000000001
4763.0,0.8852,0.6302,1.5154
4764.0,0.9075,0.6295,1.537
4765.0,0.9011,0.6312,1.5323
4766.0,0.8844,0.6251,1.5095
4767.0,0.8902,0.6276,1.5178
4768.0,0.8645,0.6023,1.4668
4769.0,0.8848,0.616,1.5008
4770.0,0.9164,0.6068,1.5232
4771.0,0.8938,0.621,1.5148000000000001
4772.0,0.9386,0.632,1.5706
4773.0,0.9078,0.621,1.5288
4774.0,0.8883,0.6266,1.5149
4775.0,0.8868,0.6198,1.5066000000000002
4776.0,0.8987,0.6337,1.5324
4777.0,0.8652,0.6142,1.4794
4778.0,0.8765,0.6183,1.4948
4779.0,0.9262,0.6388,1.565
4780.0,0.8648,0.634,1.4988000000000001
4781.0,0.8729,0.6299,1.5028000000000001
4782.0,0.9071,0.6343,1.5413999999999999
4783.0,0.9405,0.6213,1.5617999999999999
4784.0,0.8914,0.6181,1.5095
4785.0,0.8986,0.622,1.5206
4786.0,0.918,0.6436,1.5615999999999999
4787.0,0.9073,0.6488,1.5561
4788.0,0.8673,0.6348,1.5021
4789.0,0.9138,0.6296,1.5434
4790.0,0.9193,0.6294,1.5487
4791.0,0.9139,0.6426,1.5565
4792.0,0.8968,0.6203,1.5171000000000001
4793.0,0.862,0.6165,1.4785
4794.0,0.9038,0.6268,1.5306000000000002
4795.0,0.9117,0.6226,1.5343
4796.0,0.932,0.6024,1.5344000000000002
4797.0,0.8758,0.6242,1.5
4798.0,0.9161,0.6256,1.5417
4799.0,0.9192,0.6312,1.5504
4800.0,0.8943,0.6202,1.5145
4801.0,0.9188,0.6335,1.5522999999999998
4802.0,0.9057,0.6187,1.5244
4803.0,0.8859,0.6344,1.5203
4804.0,0.9198,0.6412,1.561
4805.0,0.8757,0.6238,1.4995
4806.0,0.8919,0.618,1.5099
4807.0,0.8951,0.6144,1.5095
4808.0,0.9301,0.6227,1.5528
4809.0,0.8983,0.6219,1.5202
4810.0,0.8953,0.6144,1.5097
4811.0,0.884,0.6039,1.4879
4812.0,0.878,0.6231,1.5011
4813.0,0.8966,0.6124,1.509
4814.0,0.9045,0.6204,1.5249
4815.0,0.8817,0.608,1.4897
4816.0,0.9103,0.6266,1.5369000000000002
4817.0,0.8916,0.6447,1.5363
4818.0,0.9044,0.676,1.5804
4819.0,0.8879,0.6735,1.5614
4820.0,0.8784,0.6447,1.5231
4821.0,0.9038,0.6782,1.582
4822.0,0.9161,0.6259,1.542
4823.0,0.8637,0.6584,1.5221
4824.0,0.9153,0.6267,1.542
4825.0,0.9185,0.6452,1.5636999999999999
4826.0,0.9385,0.6515,1.5899999999999999
4827.0,0.8699,0.6248,1.4947
4828.0,0.9044,0.6264,1.5308
4829.0,0.8877,0.6259,1.5136
4830.0,0.9025,0.6196,1.5221
4831.0,0.9059,0.6286,1.5345
4832.0,0.8718,0.6359,1.5077
4833.0,0.9061,0.6503,1.5564
4834.0,0.8621,0.6288,1.4909
4835.0,0.9724,0.6304,1.6028
4836.0,0.9189,0.6409,1.5598
4837.0,0.8576,0.6218,1.4794
4838.0,0.9444,0.6209,1.5653000000000001
4839.0,0.9037,0.6196,1.5232999999999999
4840.0,0.8859,0.6279,1.5138
4841.0,0.9073,0.6292,1.5365
4842.0,0.903,0.6234,1.5264
4843.0,0.9016,0.6292,1.5308
4844.0,0.9163,0.6338,1.5501
4845.0,0.9064,0.6212,1.5276
4846.0,0.8377,0.6161,1.4538
4847.0,0.8983,0.6196,1.5179
4848.0,0.8939,0.6322,1.5261
4849.0,0.8975,0.6148,1.5123
4850.0,0.8747,0.614,1.4887000000000001
4851.0,0.8441,0.6155,1.4596
4852.0,0.9317,0.6219,1.5535999999999999
4853.0,0.8754,0.6099,1.4853
4854.0,0.8644,0.6304,1.4948
4855.0,0.9322,0.6258,1.558
4856.0,0.8749,0.6109,1.4858
4857.0,0.9439,0.641,1.5849
4858.0,0.8615,0.6225,1.484
4859.0,0.9003,0.6208,1.5211000000000001
4860.0,0.8553,0.6164,1.4716999999999998
4861.0,0.9078,0.6307,1.5385
4862.0,0.8609,0.6531,1.514
4863.0,0.8684,0.631,1.4994
4864.0,0.9577,0.6233,1.581
4865.0,0.9054,0.6136,1.5190000000000001
4866.0,0.8936,0.6297,1.5232999999999999
4867.0,0.8809,0.6428,1.5237
4868.0,0.878,0.6041,1.4821
4869.0,0.8865,0.6507,1.5372
4870.0,0.9136,0.6329,1.5465
4871.0,0.8613,0.6068,1.4681
4872.0,0.9137,0.6204,1.5341
4873.0,0.8858,0.6231,1.5089000000000001
4874.0,0.9124,0.6151,1.5274999999999999
4875.0,0.9389,0.6415,1.5804
4876.0,0.8813,0.6206,1.5019
4877.0,0.8607,0.6147,1.4754
4878.0,0.8776,0.617,1.4946000000000002
4879.0,0.9062,0.6143,1.5205
4880.0,0.902,0.6291,1.5311
4881.0,0.8907,0.6153,1.506
4882.0,0.8966,0.6096,1.5062
4883.0,0.8805,0.6217,1.5022
4884.0,0.8781,0.614,1.4921
4885.0,0.8635,0.6053,1.4687999999999999
4886.0,0.8815,0.6165,1.498
4887.0,0.8633,0.631,1.4943
4888.0,0.9404,0.6316,1.572
4889.0,0.9009,0.63,1.5309
4890.0,0.9091,0.6212,1.5303
4891.0,0.8725,0.6038,1.4763000000000002
4892.0,0.8668,0.6127,1.4795
4893.0,0.8815,0.6274,1.5089
4894.0,0.8606,0.6199,1.4805000000000001
4895.0,0.8811,0.6284,1.5095
4896.0,0.8851,0.6408,1.5259
4897.0,0.9083,0.6111,1.5194
4898.0,0.8948,0.6136,1.5084
4899.0,0.9312,0.6209,1.5521
4900.0,0.8946,0.6351,1.5297
4901.0,0.9379,0.6319,1.5697999999999999
4902.0,0.9194,0.6187,1.5381
4903.0,0.8815,0.6334,1.5149
4904.0,0.8782,0.6242,1.5024
4905.0,0.9255,0.6151,1.5406
4906.0,0.8737,0.6092,1.4828999999999999
4907.0,0.8861,0.6105,1.4966
4908.0,0.9244,0.6274,1.5518
4909.0,0.8549,0.6128,1.4677
4910.0,0.9008,0.6194,1.5202
4911.0,0.9127,0.6337,1.5464
4912.0,0.8956,0.6137,1.5093
4913.0,0.8789,0.6093,1.4882
4914.0,0.9872,0.6119,1.5991
4915.0,0.9425,0.6243,1.5668
4916.0,0.8515,0.6409,1.4924
4917.0,0.8635,0.6351,1.4986000000000002
4918.0,0.9141,0.633,1.5471
4919.0,0.8815,0.6177,1.4992
4920.0,0.9022,0.6039,1.5061
4921.0,0.8625,0.618,1.4805000000000001
4922.0,0.8913,0.6166,1.5079
4923.0,0.8824,0.6226,1.505
4924.0,0.872,0.6166,1.4886
4925.0,0.8842,0.6241,1.5083
4926.0,0.9275,0.6232,1.5507
4927.0,0.9013,0.6321,1.5333999999999999
4928.0,0.9735,0.6137,1.5872000000000002
4929.0,0.8895,0.629,1.5185
4930.0,0.8721,0.6407,1.5128
4931.0,0.8977,0.6307,1.5284
4932.0,0.9496,0.6307,1.5803
4933.0,0.871,0.6338,1.5048
4934.0,0.8914,0.622,1.5133999999999999
4935.0,0.8834,0.6429,1.5263
4936.0,0.8791,0.6163,1.4954
4937.0,0.8768,0.6242,1.501
4938.0,0.8879,0.6237,1.5116
4939.0,0.9165,0.6443,1.5608
4940.0,0.9446,0.6778,1.6223999999999998
4941.0,0.8656,0.6395,1.5051
4942.0,0.8729,0.6432,1.5161
4943.0,1.0902,0.6457,1.7359
4944.0,0.9131,0.6744,1.5875
4945.0,0.9072,0.6766,1.5838
4946.0,0.9213,0.6808,1.6021
4947.0,0.944,0.6367,1.5807
4948.0,0.9226,0.6497,1.5723
4949.0,0.9508,0.6404,1.5912
4950.0,0.9042,0.6524,1.5566
4951.0,0.8978,0.647,1.5448
4952.0,0.8915,0.6498,1.5413000000000001
4953.0,0.9088,0.6255,1.5343
4954.0,0.8629,0.6339,1.4968
4955.0,0.8857,0.6444,1.5301
4956.0,0.8699,0.6352,1.5051
4957.0,0.8663,0.6286,1.4949
4958.0,0.9067,0.6261,1.5328
4959.0,0.8895,0.6259,1.5154
4960.0,0.8555,0.6347,1.4902000000000002
4961.0,0.8828,0.6296,1.5124
4962.0,0.9057,0.6428,1.5485
4963.0,0.9182,0.6488,1.5670000000000002
4964.0,0.9189,0.6344,1.5533000000000001
4965.0,0.8586,0.6331,1.4917
4966.0,0.8801,0.625,1.5051
4967.0,0.8785,0.6267,1.5051999999999999
4968.0,0.9153,0.6294,1.5447
4969.0,0.8791,0.6155,1.4946000000000002
4970.0,0.9238,0.6327,1.5565
4971.0,0.8974,0.6366,1.534
4972.0,0.8417,0.6215,1.4632
4973.0,0.8885,0.6296,1.5181
4974.0,0.9393,0.6248,1.5641
4975.0,0.9022,0.6272,1.5293999999999999
4976.0,0.8926,0.6226,1.5152
4977.0,0.9216,0.6314,1.553
4978.0,0.855,0.6121,1.4670999999999998
4979.0,0.8888,0.6241,1.5129000000000001
4980.0,0.9212,0.6146,1.5358
4981.0,0.8986,0.6034,1.502
4982.0,0.9167,0.6207,1.5373999999999999
4983.0,0.9124,0.618,1.5304
4984.0,0.913,0.6134,1.5264
4985.0,0.8781,0.6215,1.4996
4986.0,0.8638,0.6308,1.4946000000000002
4987.0,0.9246,0.6202,1.5448
4988.0,0.9167,0.62,1.5367
4989.0,0.8763,0.6178,1.4941
4990.0,0.9135,0.6277,1.5412
4991.0,0.8817,0.6181,1.4998
4992.0,0.8952,0.6251,1.5203
4993.0,0.9184,0.6257,1.5441
4994.0,0.8495,0.6297,1.4792
4995.0,0.8933,0.6197,1.513
4996.0,0.8582,0.6144,1.4726
4997.0,0.8849,0.6142,1.4990999999999999
4998.0,0.8538,0.6144,1.4682
4999.0,0.9088,0.6213,1.5301
5000.0,0.961,0.6336,1.5946
5001.0,0.8807,0.6058,1.4865
5002.0,0.8764,0.6467,1.5231
5003.0,0.926,0.6085,1.5345
5004.0,0.909,0.6268,1.5358
5005.0,0.904,0.6178,1.5218
5006.0,0.8682,0.6412,1.5093999999999999
5007.0,0.875,0.6377,1.5127000000000002
5008.0,0.9037,0.6264,1.5301
5009.0,0.9538,0.6239,1.5777
5010.0,0.8902,0.6288,1.5190000000000001
5011.0,0.928,0.6222,1.5502
5012.0,0.8918,0.6301,1.5219
5013.0,0.9131,0.624,1.5371000000000001
5014.0,0.9365,0.6264,1.5629
5015.0,0.8882,0.6183,1.5065
5016.0,0.9335,0.6213,1.5548
5017.0,0.8896,0.6403,1.5299
5018.0,0.8883,0.6252,1.5135
5019.0,0.896,0.6168,1.5128
5020.0,0.901,0.6236,1.5246
5021.0,0.9067,0.6305,1.5372
5022.0,0.8691,0.6221,1.4912
5023.0,0.9,0.6143,1.5143
5024.0,0.915,0.6188,1.5338
5025.0,0.8747,0.6156,1.4903
5026.0,0.8928,0.6208,1.5136
5027.0,0.8711,0.6254,1.4965
5028.0,0.9111,0.622,1.5331000000000001
5029.0,0.8885,0.6204,1.5089
5030.0,0.8981,0.6212,1.5192999999999999
5031.0,0.9032,0.6192,1.5224
5032.0,0.8723,0.615,1.4872999999999998
5033.0,0.8956,0.6387,1.5343
5034.0,0.872,0.6228,1.4948000000000001
5035.0,0.8398,0.6188,1.4586000000000001
5036.0,0.9136,0.622,1.5356
5037.0,0.8943,0.6167,1.5110000000000001
5038.0,0.91,0.5996,1.5096
5039.0,0.8952,0.6182,1.5133999999999999
5040.0,0.8826,0.6257,1.5083000000000002
5041.0,0.9015,0.624,1.5255
5042.0,0.8764,0.622,1.4984
5043.0,0.8686,0.6224,1.491
5044.0,0.8777,0.6308,1.5085000000000002
5045.0,0.8992,0.6241,1.5232999999999999
5046.0,0.867,0.6371,1.5041
5047.0,0.9045,0.6079,1.5124
5048.0,0.8715,0.6199,1.4914
5049.0,0.8925,0.6108,1.5032999999999999
5050.0,0.9393,0.6222,1.5615
5051.0,0.925,0.6122,1.5372
5052.0,0.9078,0.6154,1.5232
5053.0,0.9022,0.6193,1.5215
5054.0,0.882,0.6226,1.5046
5055.0,0.9292,0.6324,1.5615999999999999
5056.0,0.8809,0.6314,1.5123
5057.0,0.914,0.6233,1.5373
5058.0,0.8882,0.6298,1.518
5059.0,0.8805,0.6347,1.5152
5060.0,0.8822,0.6362,1.5184
5061.0,0.8592,0.6101,1.4693
5062.0,0.899,0.6118,1.5108000000000001
5063.0,0.8885,0.6273,1.5158
5064.0,0.8525,0.6056,1.4581
5065.0,0.9312,0.6169,1.5481
5066.0,0.8724,0.5973,1.4697
5067.0,0.8656,0.6092,1.4748
5068.0,0.9308,0.6099,1.5407
5069.0,0.8877,0.6199,1.5076
5070.0,0.9536,0.6217,1.5753
5071.0,0.9121,0.6154,1.5274999999999999
5072.0,0.8814,0.631,1.5124
5073.0,0.8977,0.6378,1.5355
5074.0,0.8952,0.6291,1.5243
5075.0,0.884,0.6125,1.4965000000000002
5076.0,0.9203,0.6207,1.541
5077.0,0.9425,0.6397,1.5822
5078.0,0.8831,0.635,1.5181
5079.0,0.904,0.6359,1.5399
5080.0,0.8837,0.6208,1.5045000000000002
5081.0,0.8777,0.6251,1.5028000000000001
5082.0,0.9056,0.6381,1.5436999999999999
5083.0,0.9003,0.6509,1.5512000000000001
5084.0,0.9204,0.6338,1.5542
5085.0,0.879,0.6305,1.5095
5086.0,0.942,0.6305,1.5724999999999998
5087.0,0.9526,0.6305,1.5831
5088.0,0.9539,0.6174,1.5713
5089.0,0.8928,0.6309,1.5237
5090.0,0.9065,0.6572,1.5636999999999999
5091.0,0.875,0.6256,1.5006
5092.0,0.8881,0.6242,1.5123
5093.0,0.8853,0.6404,1.5257
5094.0,0.8477,0.6197,1.4674
5095.0,0.9076,0.6216,1.5292
5096.0,0.9289,0.6302,1.5591
5097.0,0.9231,0.6182,1.5413000000000001
5098.0,0.8947,0.6334,1.5281
5099.0,0.9007,0.652,1.5527
5100.0,0.8764,0.6356,1.512
5101.0,0.8895,0.6425,1.532
5102.0,0.8745,0.6453,1.5198
5103.0,0.8719,0.6341,1.506
5104.0,0.8841,0.6633,1.5474
5105.0,0.9229,0.6558,1.5787
5106.0,0.8835,0.6264,1.5099
5107.0,0.923,0.6428,1.5658
5108.0,0.9064,0.6088,1.5152
5109.0,0.8704,0.6406,1.511
5110.0,0.8656,0.6186,1.4842
5111.0,0.9128,0.6383,1.5511
5112.0,0.8964,0.6309,1.5272999999999999
5113.0,0.8714,0.6215,1.4929000000000001
5114.0,0.8847,0.6362,1.5209000000000001
5115.0,0.8924,0.6081,1.5005
5116.0,0.9186,0.6282,1.5468
5117.0,0.8914,0.6138,1.5051999999999999
5118.0,0.889,0.6241,1.5131000000000001
5119.0,0.8804,0.6261,1.5065
5120.0,0.8942,0.6183,1.5125
5121.0,1.0304,0.6068,1.6372
5122.0,0.8604,0.6308,1.4912
5123.0,0.9249,0.6262,1.5511
5124.0,0.9139,0.6314,1.5453000000000001
5125.0,0.9192,0.6249,1.5441
5126.0,0.9248,0.6263,1.5511
5127.0,0.8744,0.6238,1.4982
5128.0,0.9312,0.6184,1.5495999999999999
5129.0,0.904,0.6231,1.5271
5130.0,0.9181,0.631,1.5491000000000001
5131.0,0.8979,0.6328,1.5307
5132.0,0.8785,0.6007,1.4792
5133.0,0.8803,0.6336,1.5139
5134.0,0.8873,0.6396,1.5269
5135.0,0.8811,0.6264,1.5074999999999998
5136.0,0.8801,0.636,1.5161
5137.0,0.8818,0.6182,1.5
5138.0,0.919,0.6365,1.5554999999999999
5139.0,0.8572,0.6257,1.4828999999999999
5140.0,0.8882,0.6373,1.5255
5141.0,0.8932,0.6294,1.5226
5142.0,0.8367,0.6334,1.4701
5143.0,0.851,0.6228,1.4738
5144.0,0.9074,0.613,1.5204
5145.0,0.8478,0.6176,1.4654
5146.0,0.8886,0.6235,1.5121
5147.0,0.8744,0.6132,1.4876
5148.0,0.8804,0.6259,1.5063
5149.0,0.8531,0.6302,1.4832999999999998
5150.0,0.9051,0.6414,1.5465
5151.0,0.8711,0.6244,1.4954999999999998
5152.0,0.8805,0.6357,1.5162
5153.0,0.8994,0.6418,1.5412
5154.0,0.858,0.6157,1.4737
5155.0,0.9041,0.6154,1.5194999999999999
5156.0,0.8906,0.6358,1.5264
5157.0,0.9229,0.6293,1.5522
5158.0,0.8827,0.6156,1.4983
5159.0,0.9215,0.6142,1.5356999999999998
