step,mloss,gloss,loss
51393.0,0.902,0.2942,1.1962000000000002
51394.0,0.8181,0.2892,1.1073
51395.0,0.8434,0.2816,1.125
51396.0,0.8724,0.2805,1.1529
51397.0,0.8607,0.2829,1.1436
51398.0,0.9301,0.2896,1.2197
51399.0,0.8176,0.294,1.1116
51400.0,0.8768,0.3015,1.1783000000000001
51401.0,0.8467,0.2855,1.1322
51402.0,0.8698,0.2901,1.1599
51403.0,0.8479,0.2918,1.1397
51404.0,0.875,0.3073,1.1823000000000001
51405.0,0.8636,0.3032,1.1668
51406.0,0.8586,0.3096,1.1682000000000001
51407.0,0.8684,0.3014,1.1698
51408.0,0.8752,0.2943,1.1695
51409.0,0.8214,0.3037,1.1251
51410.0,0.8364,0.2951,1.1315
51411.0,0.8462,0.2881,1.1343
51412.0,0.8501,0.2921,1.1421999999999999
51413.0,0.8802,0.2855,1.1657
51414.0,0.8252,0.2799,1.1051
51415.0,0.8359,0.2886,1.1245
51416.0,0.8485,0.2859,1.1344
51417.0,0.8186,0.2953,1.1139000000000001
51418.0,0.8478,0.293,1.1408
51419.0,0.8732,0.2944,1.1676
51420.0,0.8771,0.2923,1.1694
51421.0,0.8657,0.2935,1.1592
51422.0,0.9146,0.3008,1.2154
51423.0,0.8109,0.3165,1.1274
51424.0,0.8893,0.3103,1.1996
51425.0,0.8433,0.3091,1.1524
51426.0,0.8691,0.2991,1.1682
51427.0,0.8577,0.3035,1.1612
51428.0,0.8594,0.3039,1.1633
51429.0,0.8756,0.3045,1.1801
51430.0,0.8723,0.2979,1.1702
51431.0,0.8518,0.3063,1.1581000000000001
51432.0,0.8689,0.2939,1.1628
51433.0,0.8531,0.3007,1.1538
51434.0,0.8771,0.3234,1.2005
51435.0,0.8438,0.3106,1.1543999999999999
51436.0,0.8726,0.2897,1.1623
51437.0,0.8799,0.2937,1.1736
51438.0,0.8237,0.2879,1.1116
51439.0,0.9346,0.2994,1.234
51440.0,0.8482,0.2965,1.1446999999999998
51441.0,0.8443,0.2977,1.1420000000000001
51442.0,0.8293,0.3011,1.1304
51443.0,0.8862,0.2814,1.1676
51444.0,0.8604,0.291,1.1514
51445.0,0.8533,0.2861,1.1394
51446.0,0.8378,0.2931,1.1309
51447.0,0.8457,0.2906,1.1363
51448.0,0.9043,0.2949,1.1992
51449.0,0.8594,0.2912,1.1506
51450.0,0.8843,0.2895,1.1738
51451.0,0.8488,0.285,1.1338
51452.0,0.8595,0.2847,1.1442
51453.0,0.8504,0.2822,1.1326
51454.0,0.8216,0.2888,1.1104
51455.0,0.8738,0.2827,1.1565
51456.0,0.832,0.2833,1.1153
51457.0,0.856,0.287,1.143
51458.0,0.8668,0.2941,1.1609
51459.0,0.8812,0.2799,1.1611
51460.0,0.8994,0.286,1.1854
51461.0,0.8378,0.2863,1.1240999999999999
51462.0,0.8766,0.2862,1.1628
51463.0,0.8644,0.2916,1.156
51464.0,0.8466,0.2968,1.1434
51465.0,0.8251,0.3051,1.1301999999999999
51466.0,0.8735,0.305,1.1785
51467.0,0.8633,0.3068,1.1701
51468.0,0.8405,0.3046,1.1451
51469.0,0.8831,0.2855,1.1686
51470.0,0.83,0.2874,1.1174
51471.0,0.8874,0.2838,1.1712
51472.0,0.8438,0.2925,1.1362999999999999
51473.0,0.8327,0.2937,1.1264
51474.0,0.8416,0.2962,1.1378
51475.0,0.8798,0.2939,1.1737
51476.0,0.8512,0.2988,1.15
51477.0,1.0599,0.287,1.3469
51478.0,0.8533,0.2871,1.1404
51479.0,0.8649,0.283,1.1479
51480.0,0.8528,0.2838,1.1366
51481.0,0.8735,0.2922,1.1657000000000002
51482.0,0.8918,0.2759,1.1677
51483.0,0.8458,0.285,1.1308
51484.0,0.8677,0.2819,1.1496
51485.0,0.8315,0.2774,1.1089
51486.0,0.8599,0.293,1.1529
51487.0,0.8745,0.2776,1.1521000000000001
51488.0,0.8456,0.2905,1.1360999999999999
51489.0,0.869,0.2946,1.1636
51490.0,0.925,0.2919,1.2169
51491.0,0.8559,0.2894,1.1453
51492.0,0.9239,0.2965,1.2204000000000002
51493.0,0.8184,0.2974,1.1158000000000001
51494.0,0.8682,0.2914,1.1596
51495.0,0.8345,0.2912,1.1257000000000001
51496.0,0.8683,0.3138,1.1821
51497.0,0.867,0.3046,1.1716
51498.0,0.8051,0.286,1.0911
51499.0,0.851,0.2892,1.1402
51500.0,0.9089,0.2864,1.1953
51501.0,0.9153,0.28,1.1953
51502.0,0.9042,0.2901,1.1943000000000001
51503.0,0.8917,0.31,1.2017
51504.0,0.8668,0.2897,1.1565
51505.0,0.8676,0.3117,1.1793
51506.0,0.8616,0.3154,1.177
51507.0,0.8808,0.3106,1.1914
51508.0,0.8561,0.2877,1.1438
51509.0,0.8946,0.2921,1.1867
51510.0,0.8852,0.315,1.2002
51511.0,0.8729,0.2815,1.1543999999999999
51512.0,0.8656,0.3116,1.1772
51513.0,0.8806,0.3126,1.1932
51514.0,0.8631,0.2948,1.1579
51515.0,0.8811,0.3075,1.1886
51516.0,0.8412,0.2834,1.1246
51517.0,0.8818,0.3031,1.1849
51518.0,0.8467,0.2905,1.1372
51519.0,0.8151,0.2935,1.1086
51520.0,0.857,0.296,1.153
51521.0,0.8728,0.2903,1.1631
51522.0,0.8748,0.3008,1.1756
51523.0,0.8625,0.3005,1.163
51524.0,0.8514,0.2853,1.1367
51525.0,0.8724,0.3017,1.1741
51526.0,0.8854,0.3069,1.1923
51527.0,0.8659,0.2924,1.1583
51528.0,0.9146,0.3087,1.2233
51529.0,0.8777,0.3017,1.1794
51530.0,0.8569,0.2996,1.1564999999999999
51531.0,0.8341,0.3131,1.1472
51532.0,0.8623,0.2999,1.1622
51533.0,0.9062,0.3021,1.2083
51534.0,0.8979,0.302,1.1999
51535.0,0.8341,0.3039,1.138
51536.0,0.8614,0.3137,1.1751
51537.0,0.8496,0.308,1.1576
51538.0,0.8857,0.3091,1.1948
51539.0,0.852,0.2943,1.1463
51540.0,0.858,0.2993,1.1573
51541.0,0.8868,0.3025,1.1893
51542.0,0.9066,0.3051,1.2117
51543.0,0.8644,0.3208,1.1852
51544.0,1.0148,0.3294,1.3441999999999998
51545.0,0.8616,0.3186,1.1802000000000001
51546.0,0.8964,0.2986,1.1949999999999998
51547.0,0.8809,0.3057,1.1866
51548.0,0.9152,0.3069,1.2221
51549.0,0.8952,0.3134,1.2086000000000001
51550.0,0.8551,0.3006,1.1557
51551.0,0.8957,0.2915,1.1872
51552.0,0.8442,0.2825,1.1267
51553.0,0.807,0.292,1.099
51554.0,0.8531,0.2974,1.1505
51555.0,0.8535,0.278,1.1315
51556.0,0.8674,0.2912,1.1585999999999999
51557.0,0.8736,0.3034,1.177
51558.0,0.867,0.2964,1.1634
51559.0,0.8729,0.2945,1.1674
51560.0,0.8424,0.2913,1.1337000000000002
51561.0,0.8639,0.276,1.1399
51562.0,0.8732,0.2952,1.1684
51563.0,0.8535,0.3002,1.1537000000000002
51564.0,0.8756,0.2839,1.1595
51565.0,0.8587,0.2895,1.1482
51566.0,0.8566,0.2937,1.1503
51567.0,0.8456,0.2968,1.1424
51568.0,0.8651,0.3,1.1651
51569.0,0.8796,0.2875,1.1671
51570.0,0.9041,0.3011,1.2052
51571.0,0.8632,0.2997,1.1629
51572.0,0.8491,0.2999,1.149
51573.0,0.853,0.2818,1.1348
51574.0,0.8511,0.2897,1.1408
51575.0,0.8489,0.2889,1.1378
51576.0,0.8567,0.2913,1.1480000000000001
51577.0,0.9122,0.2909,1.2031
51578.0,0.8593,0.2944,1.1537
51579.0,0.8344,0.2867,1.1211
51580.0,0.8589,0.2898,1.1487
51581.0,0.8589,0.2841,1.143
51582.0,0.8486,0.3059,1.1545
51583.0,0.8441,0.2955,1.1396
51584.0,0.86,0.2949,1.1549
51585.0,0.8559,0.2937,1.1496
51586.0,0.863,0.3029,1.1659
51587.0,0.8689,0.2949,1.1638
51588.0,0.8577,0.2898,1.1475
51589.0,0.8519,0.2884,1.1402999999999999
51590.0,0.8384,0.2882,1.1266
51591.0,0.8353,0.2793,1.1146
51592.0,0.8529,0.2965,1.1494
51593.0,0.8825,0.296,1.1784999999999999
51594.0,0.8476,0.2989,1.1465
51595.0,0.9082,0.2939,1.2021
51596.0,0.874,0.2819,1.1559
51597.0,0.8791,0.2829,1.162
51598.0,0.8726,0.2931,1.1657000000000002
51599.0,0.8577,0.285,1.1427
51600.0,0.8376,0.2833,1.1209
51601.0,0.867,0.3024,1.1694
51602.0,0.8897,0.3006,1.1903000000000001
51603.0,0.8756,0.3058,1.1814
51604.0,0.8674,0.3279,1.1953
51605.0,0.8669,0.3287,1.1956
51606.0,0.8284,0.3098,1.1382
51607.0,0.8776,0.296,1.1736
51608.0,0.8372,0.2918,1.129
51609.0,0.8586,0.2958,1.1544
51610.0,0.8543,0.2854,1.1397
51611.0,0.8592,0.2846,1.1438
51612.0,0.8784,0.2959,1.1743
51613.0,0.8309,0.294,1.1249
51614.0,0.9095,0.2951,1.2046
51615.0,0.8137,0.2911,1.1048
51616.0,0.8129,0.2825,1.0954
51617.0,0.8619,0.2841,1.146
51618.0,0.8847,0.2853,1.17
51619.0,0.8423,0.3047,1.147
51620.0,0.8875,0.2973,1.1848
51621.0,0.8422,0.2981,1.1402999999999999
51622.0,0.845,0.2911,1.1360999999999999
51623.0,0.8399,0.2951,1.135
51624.0,0.8709,0.3102,1.1811
51625.0,0.8559,0.2961,1.152
51626.0,0.8569,0.3001,1.157
51627.0,0.8324,0.2939,1.1263
51628.0,0.8728,0.2905,1.1633
51629.0,0.8403,0.298,1.1383
51630.0,0.8984,0.3002,1.1985999999999999
51631.0,0.8414,0.2998,1.1412
51632.0,0.8102,0.2829,1.0931
51633.0,0.8514,0.2869,1.1383
51634.0,0.9215,0.289,1.2105
51635.0,0.9051,0.2952,1.2003
51636.0,0.8516,0.2825,1.1341
51637.0,0.8763,0.2818,1.1581
51638.0,0.8709,0.2983,1.1692
51639.0,0.8155,0.282,1.0975
51640.0,0.8181,0.295,1.1131
51641.0,0.8753,0.2799,1.1552
51642.0,0.8821,0.2867,1.1688
51643.0,0.8964,0.2917,1.1881
51644.0,0.8497,0.2917,1.1414
51645.0,0.8582,0.2891,1.1473
51646.0,0.8358,0.2832,1.119
51647.0,0.842,0.2837,1.1257
51648.0,0.8351,0.2888,1.1239
51649.0,0.8694,0.2964,1.1658
51650.0,0.8564,0.2961,1.1525
51651.0,0.8311,0.3051,1.1361999999999999
51652.0,0.863,0.3022,1.1652
51653.0,0.8473,0.2832,1.1305
51654.0,0.8756,0.2902,1.1658
51655.0,0.8204,0.2934,1.1138
51656.0,0.8362,0.2956,1.1318000000000001
51657.0,0.8558,0.3048,1.1606
51658.0,0.8595,0.2873,1.1468
51659.0,0.8955,0.2911,1.1865999999999999
51660.0,0.8239,0.289,1.1129
51661.0,0.8567,0.2986,1.1553
51662.0,0.8478,0.2833,1.1311
51663.0,0.8276,0.2895,1.1171
51664.0,0.8458,0.2852,1.131
51665.0,0.9181,0.2941,1.2122
51666.0,0.8879,0.3053,1.1932
51667.0,0.8616,0.3068,1.1684
51668.0,0.8681,0.2899,1.158
51669.0,0.8339,0.2848,1.1187
51670.0,0.9051,0.2863,1.1914
51671.0,0.872,0.282,1.154
51672.0,0.8497,0.2842,1.1339000000000001
51673.0,0.8805,0.296,1.1764999999999999
51674.0,0.8511,0.2919,1.143
51675.0,0.8586,0.3075,1.1661000000000001
51676.0,0.8819,0.302,1.1839
51677.0,0.831,0.2835,1.1145
51678.0,0.8693,0.2938,1.1631
51679.0,0.8527,0.3016,1.1543
51680.0,0.8488,0.2885,1.1373
51681.0,0.8253,0.296,1.1213
51682.0,0.8572,0.291,1.1481999999999999
51683.0,0.8578,0.287,1.1448
51684.0,0.8218,0.2943,1.1160999999999999
51685.0,0.8439,0.2867,1.1306
51686.0,0.8456,0.2888,1.1344
51687.0,0.8516,0.2856,1.1372
51688.0,0.8461,0.2838,1.1299
51689.0,0.849,0.2983,1.1473
51690.0,0.8452,0.2924,1.1376
51691.0,0.8443,0.2832,1.1275
51692.0,0.8693,0.2802,1.1495
51693.0,0.9056,0.3008,1.2064
51694.0,0.8996,0.2979,1.1975
51695.0,0.8389,0.2964,1.1353
51696.0,0.8922,0.298,1.1902
51697.0,0.865,0.2992,1.1642000000000001
51698.0,0.8626,0.2846,1.1472
51699.0,0.8441,0.2943,1.1383999999999999
51700.0,0.8511,0.2984,1.1495
51701.0,0.8511,0.3184,1.1695
51702.0,0.8558,0.3014,1.1572
51703.0,0.8618,0.2836,1.1454
51704.0,0.8459,0.2924,1.1383
51705.0,0.867,0.308,1.175
51706.0,0.8483,0.3269,1.1752
51707.0,0.874,0.2911,1.1651
51708.0,0.9194,0.2877,1.2071
51709.0,0.8344,0.3104,1.1448
51710.0,0.8929,0.307,1.1999
51711.0,0.8379,0.2839,1.1218
51712.0,0.845,0.2888,1.1338
51713.0,0.8647,0.284,1.1487
51714.0,0.8925,0.2938,1.1863
51715.0,0.8337,0.293,1.1267
51716.0,0.8751,0.3029,1.178
51717.0,0.8541,0.2849,1.139
51718.0,0.8531,0.2789,1.132
51719.0,0.8868,0.2945,1.1813
51720.0,0.8922,0.2981,1.1903
51721.0,0.8513,0.3029,1.1542
51722.0,0.8585,0.2867,1.1452
51723.0,0.8221,0.2824,1.1045
51724.0,0.8361,0.2882,1.1242999999999999
51725.0,0.907,0.2993,1.2063000000000001
51726.0,0.8607,0.2873,1.1480000000000001
51727.0,0.8495,0.2856,1.1351
51728.0,0.8444,0.278,1.1224
51729.0,0.8358,0.2838,1.1196
51730.0,0.8819,0.2969,1.1788
51731.0,0.8566,0.2847,1.1413
51732.0,0.8661,0.2748,1.1409
51733.0,0.856,0.2892,1.1452
51734.0,0.8567,0.2821,1.1388
51735.0,0.8438,0.2752,1.119
51736.0,0.8552,0.2809,1.1360999999999999
51737.0,0.8678,0.2876,1.1554
51738.0,0.8679,0.2852,1.1531
51739.0,0.8455,0.2896,1.1351
51740.0,0.8796,0.2872,1.1668
51741.0,0.8384,0.2889,1.1273
51742.0,0.89,0.2865,1.1764999999999999
51743.0,0.8504,0.2837,1.1341
51744.0,0.8477,0.2883,1.1360000000000001
51745.0,0.8437,0.2906,1.1343
51746.0,0.8306,0.297,1.1276
51747.0,0.9095,0.2967,1.2062
51748.0,0.8583,0.2984,1.1566999999999998
51749.0,0.87,0.2817,1.1517
51750.0,0.8917,0.2979,1.1896
51751.0,0.9007,0.2873,1.188
51752.0,0.8526,0.2926,1.1452
51753.0,0.8646,0.3031,1.1677
51754.0,0.8722,0.3029,1.1751
51755.0,0.8574,0.285,1.1424
51756.0,0.8846,0.2788,1.1634
51757.0,0.8761,0.2857,1.1618
51758.0,0.8399,0.2995,1.1394
51759.0,0.8838,0.3055,1.1893
51760.0,0.8403,0.2933,1.1336
51761.0,0.8498,0.2984,1.1482
51762.0,0.8666,0.2739,1.1405
51763.0,0.8842,0.3033,1.1875
51764.0,0.9189,0.307,1.2259
51765.0,0.8286,0.3056,1.1341999999999999
51766.0,0.8139,0.2846,1.0985
51767.0,0.8405,0.2774,1.1179000000000001
51768.0,0.8705,0.2947,1.1652
51769.0,0.8829,0.3057,1.1886
51770.0,0.8297,0.2966,1.1263
51771.0,0.8496,0.2952,1.1448
51772.0,0.8845,0.2892,1.1737
51773.0,0.8378,0.2954,1.1332
51774.0,0.8482,0.2883,1.1364999999999998
51775.0,0.8745,0.2908,1.1653
51776.0,0.8348,0.2968,1.1316
51777.0,0.8558,0.3119,1.1677
51778.0,0.8357,0.2918,1.1275
51779.0,0.863,0.2883,1.1513
51780.0,0.9049,0.2826,1.1875
51781.0,0.873,0.2878,1.1608
51782.0,0.8919,0.2828,1.1747
51783.0,0.9154,0.2841,1.1995
51784.0,0.8635,0.2966,1.1601
51785.0,0.8547,0.2958,1.1505
51786.0,0.8846,0.3028,1.1874
51787.0,0.84,0.2946,1.1345999999999998
51788.0,0.8317,0.2666,1.0983
51789.0,0.8631,0.2843,1.1474
51790.0,0.8469,0.3,1.1469
51791.0,0.8832,0.2829,1.1661
51792.0,0.8741,0.288,1.1621
51793.0,0.8281,0.2885,1.1166
51794.0,0.8547,0.3074,1.1621000000000001
51795.0,0.8531,0.2999,1.153
51796.0,0.8325,0.2859,1.1184
51797.0,0.8562,0.3024,1.1585999999999999
51798.0,0.8588,0.3133,1.1721
51799.0,0.8795,0.3041,1.1836
51800.0,0.8404,0.2716,1.112
51801.0,0.8827,0.2894,1.1721
51802.0,0.8453,0.2976,1.1429
51803.0,0.8409,0.2952,1.1360999999999999
51804.0,0.8634,0.3049,1.1683
51805.0,0.8323,0.3152,1.1475
51806.0,0.8691,0.301,1.1701
51807.0,0.8792,0.2998,1.179
51808.0,0.8332,0.2807,1.1139000000000001
51809.0,0.7925,0.2919,1.0844
51810.0,0.8492,0.2975,1.1467
51811.0,0.8434,0.2945,1.1379000000000001
51812.0,0.851,0.2903,1.1413
51813.0,0.8858,0.283,1.1688
51814.0,0.852,0.2838,1.1358
51815.0,0.8237,0.281,1.1047
51816.0,0.8666,0.2883,1.1549
51817.0,0.8472,0.2871,1.1343
51818.0,0.8724,0.2775,1.1499
51819.0,0.8154,0.2823,1.0977000000000001
51820.0,0.8793,0.294,1.1733
51821.0,0.8948,0.2848,1.1796
51822.0,0.831,0.2929,1.1239
51823.0,0.8445,0.2785,1.123
51824.0,0.8234,0.2849,1.1083
51825.0,0.8675,0.2922,1.1597
51826.0,0.8747,0.2977,1.1724
51827.0,0.8369,0.2758,1.1127
51828.0,0.8495,0.2924,1.1419000000000001
51829.0,0.8515,0.2721,1.1236000000000002
51830.0,0.8308,0.2938,1.1246
51831.0,0.8496,0.2811,1.1307
51832.0,0.8796,0.2779,1.1575
51833.0,0.8239,0.2924,1.1162999999999998
51834.0,0.8677,0.2888,1.1565
51835.0,0.8498,0.2834,1.1332
51836.0,0.8384,0.2904,1.1288
51837.0,0.8818,0.2878,1.1696
51838.0,0.8593,0.2915,1.1507999999999998
51839.0,0.8753,0.2885,1.1638
51840.0,0.8526,0.2863,1.1389
51841.0,0.8977,0.289,1.1867
51842.0,0.846,0.2853,1.1313
51843.0,0.8537,0.2822,1.1359
51844.0,0.8585,0.2902,1.1487
51845.0,0.8666,0.2767,1.1433
51846.0,0.8742,0.2915,1.1657
51847.0,0.8599,0.2961,1.156
51848.0,0.8433,0.2895,1.1328
51849.0,0.8541,0.3014,1.1555
51850.0,0.8225,0.2977,1.1202
51851.0,0.8268,0.3015,1.1282999999999999
51852.0,0.8514,0.2919,1.1433
51853.0,0.8642,0.2894,1.1536
51854.0,0.8597,0.2883,1.1480000000000001
51855.0,0.8778,0.2841,1.1619000000000002
51856.0,0.9064,0.29,1.1964
51857.0,0.8382,0.2785,1.1167
51858.0,0.8388,0.2882,1.127
51859.0,0.8819,0.2929,1.1748
51860.0,0.9234,0.2882,1.2116
51861.0,0.843,0.2902,1.1332
51862.0,0.887,0.2917,1.1787
51863.0,0.8598,0.288,1.1478
51864.0,0.845,0.2834,1.1284
51865.0,0.8625,0.2987,1.1612
51866.0,0.82,0.2898,1.1098
51867.0,0.8425,0.2845,1.127
51868.0,0.8442,0.2837,1.1279
51869.0,0.8935,0.2855,1.1789999999999998
51870.0,0.813,0.2994,1.1124
51871.0,0.8564,0.3005,1.1569
51872.0,0.886,0.2968,1.1828
51873.0,0.8514,0.2893,1.1407
51874.0,0.8384,0.2938,1.1322
51875.0,0.8859,0.302,1.1879
51876.0,0.8777,0.3,1.1777
51877.0,0.8634,0.297,1.1603999999999999
51878.0,0.86,0.2815,1.1415
51879.0,0.8397,0.2839,1.1236
51880.0,0.8802,0.2917,1.1719
51881.0,0.8316,0.3009,1.1325
51882.0,0.8491,0.2895,1.1385999999999998
51883.0,0.8401,0.2803,1.1204
51884.0,0.859,0.2995,1.1585
51885.0,0.8532,0.317,1.1702
51886.0,0.8343,0.2987,1.133
51887.0,0.8646,0.3069,1.1715
51888.0,0.909,0.2918,1.2008
51889.0,0.8978,0.3028,1.2006000000000001
51890.0,0.8432,0.2882,1.1314
51891.0,0.8823,0.3035,1.1858
51892.0,0.8923,0.3079,1.2002
51893.0,0.86,0.3165,1.1764999999999999
51894.0,0.848,0.2947,1.1427
51895.0,0.843,0.287,1.13
51896.0,0.8686,0.2942,1.1628
51897.0,0.8801,0.306,1.1861
51898.0,0.8694,0.2993,1.1686999999999999
51899.0,0.8483,0.2961,1.1444
51900.0,0.8895,0.2923,1.1818
51901.0,0.8749,0.2874,1.1623
51902.0,0.8536,0.2852,1.1388
51903.0,0.8507,0.2928,1.1435
51904.0,0.8619,0.2993,1.1612
51905.0,0.8657,0.3002,1.1659000000000002
51906.0,0.8845,0.2916,1.1761
51907.0,0.8662,0.2881,1.1543
51908.0,0.8734,0.2862,1.1596
51909.0,0.8572,0.2896,1.1468
51910.0,0.8931,0.2963,1.1894
51911.0,0.852,0.293,1.145
51912.0,0.8597,0.3019,1.1616
51913.0,0.8821,0.2956,1.1777
51914.0,0.8424,0.2985,1.1409
51915.0,0.8993,0.2812,1.1804999999999999
51916.0,0.8674,0.2867,1.1541
51917.0,0.8508,0.2949,1.1457
51918.0,0.8505,0.3002,1.1507
51919.0,0.8968,0.2973,1.1941000000000002
51920.0,0.8803,0.3003,1.1806
51921.0,0.8391,0.2947,1.1338
51922.0,0.8332,0.2874,1.1206
51923.0,0.8332,0.2813,1.1145
51924.0,0.8274,0.2872,1.1146
51925.0,0.8408,0.2874,1.1282
51926.0,0.8896,0.2975,1.1871
51927.0,0.8723,0.2914,1.1637
51928.0,0.8382,0.2881,1.1263
51929.0,0.8537,0.3036,1.1573
51930.0,0.8185,0.305,1.1235
51931.0,0.8517,0.2877,1.1394
51932.0,0.8457,0.2838,1.1295
51933.0,0.9224,0.2946,1.217
51934.0,0.8848,0.2924,1.1772
51935.0,0.8632,0.2923,1.1555
51936.0,0.8301,0.2831,1.1132
51937.0,0.8448,0.2832,1.1280000000000001
51938.0,0.8413,0.2901,1.1314000000000002
51939.0,0.8945,0.2947,1.1892
51940.0,0.8453,0.2874,1.1327
51941.0,0.8619,0.2904,1.1522999999999999
51942.0,0.8464,0.2919,1.1383
51943.0,0.8417,0.2865,1.1282
51944.0,0.8698,0.2901,1.1599
51945.0,0.8596,0.2918,1.1514
51946.0,0.9094,0.2972,1.2066
51947.0,0.8921,0.2813,1.1734
51948.0,0.8346,0.2926,1.1272
51949.0,0.8225,0.2948,1.1173
51950.0,0.8296,0.2937,1.1233
51951.0,0.8265,0.2956,1.1221
51952.0,0.8625,0.2809,1.1434
51953.0,0.8463,0.2835,1.1298
51954.0,0.8474,0.2954,1.1428
51955.0,0.8544,0.2966,1.151
51956.0,0.8804,0.2924,1.1728
51957.0,0.8367,0.284,1.1207
51958.0,0.8709,0.2907,1.1616
51959.0,0.8871,0.2986,1.1857
51960.0,0.8469,0.2901,1.137
51961.0,0.8219,0.2865,1.1084
51962.0,0.9074,0.3015,1.2088999999999999
51963.0,0.8603,0.3018,1.1621
51964.0,0.8182,0.2998,1.118
51965.0,0.8594,0.2924,1.1518000000000002
51966.0,0.8608,0.2922,1.153
51967.0,0.8502,0.3066,1.1568
51968.0,0.8441,0.3009,1.145
51969.0,0.8479,0.2908,1.1387
51970.0,0.8539,0.3016,1.1555
51971.0,0.8892,0.3091,1.1983
51972.0,0.8825,0.3015,1.184
51973.0,0.8504,0.2898,1.1402
51974.0,0.8364,0.2926,1.129
51975.0,0.806,0.3167,1.1227
51976.0,0.8267,0.2897,1.1164
51977.0,0.8707,0.2876,1.1583
51978.0,0.8262,0.3081,1.1343
51979.0,0.8691,0.2955,1.1646
51980.0,0.8842,0.2943,1.1785
51981.0,0.8494,0.2944,1.1438000000000001
51982.0,0.9149,0.3005,1.2154
51983.0,0.8663,0.2859,1.1522
51984.0,0.8731,0.2882,1.1613
51985.0,0.8464,0.2917,1.1381000000000001
51986.0,0.8408,0.2989,1.1397
51987.0,0.8376,0.2838,1.1214
51988.0,0.7982,0.2907,1.0889
51989.0,0.8482,0.2931,1.1413
51990.0,0.9027,0.2942,1.1968999999999999
51991.0,0.8865,0.2949,1.1814
51992.0,0.9241,0.3,1.2241
51993.0,0.8462,0.2959,1.1421
51994.0,0.8216,0.2982,1.1198000000000001
51995.0,0.8221,0.2812,1.1033
51996.0,0.8177,0.2849,1.1026
51997.0,0.875,0.2993,1.1743000000000001
51998.0,0.865,0.2892,1.1542
51999.0,0.9146,0.2923,1.2069
52000.0,0.8534,0.2896,1.143
52001.0,0.8469,0.3054,1.1522999999999999
52002.0,0.8986,0.2952,1.1938
52003.0,0.93,0.2888,1.2188
52004.0,0.8812,0.2968,1.178
52005.0,0.8176,0.2834,1.101
52006.0,0.8385,0.3005,1.139
52007.0,0.8737,0.2863,1.1600000000000001
52008.0,0.8486,0.3127,1.1613
52009.0,0.8588,0.3182,1.177
52010.0,0.8244,0.3191,1.1435
52011.0,0.8763,0.2969,1.1732
52012.0,0.8951,0.2774,1.1724999999999999
52013.0,0.8246,0.2991,1.1237
52014.0,0.8985,0.3237,1.2222
52015.0,0.8744,0.3368,1.2111999999999998
52016.0,0.8736,0.3023,1.1759
52017.0,0.8377,0.2948,1.1325
52018.0,0.8672,0.3201,1.1873
52019.0,0.8476,0.3033,1.1509
52020.0,0.8846,0.3004,1.185
52021.0,0.8407,0.3064,1.1471
52022.0,0.8399,0.3275,1.1674
52023.0,0.8545,0.3267,1.1812
52024.0,0.8808,0.302,1.1828
52025.0,0.865,0.2911,1.1561
52026.0,0.8726,0.2902,1.1628
52027.0,0.8653,0.2908,1.1561
52028.0,0.8794,0.3041,1.1835
52029.0,0.8244,0.3047,1.1291
52030.0,0.8582,0.2838,1.142
52031.0,0.8794,0.3013,1.1806999999999999
52032.0,0.8773,0.304,1.1813
52033.0,0.817,0.2821,1.0991
52034.0,0.8538,0.2936,1.1474
52035.0,0.8494,0.3017,1.1511
52036.0,0.8552,0.3001,1.1553
52037.0,0.8703,0.3009,1.1712
52038.0,0.8541,0.3023,1.1564
52039.0,0.8824,0.2986,1.181
52040.0,0.8151,0.293,1.1081
52041.0,0.8765,0.2992,1.1757
52042.0,0.814,0.2884,1.1023999999999998
52043.0,0.8377,0.3005,1.1381999999999999
52044.0,0.8423,0.2953,1.1376
52045.0,0.8609,0.284,1.1449
52046.0,0.8305,0.293,1.1235
52047.0,0.8503,0.3022,1.1524999999999999
52048.0,0.8309,0.278,1.1089
52049.0,0.8465,0.2794,1.1259000000000001
52050.0,0.8417,0.2785,1.1202
52051.0,0.8216,0.2909,1.1125
52052.0,0.8336,0.282,1.1156
52053.0,0.8807,0.2782,1.1589
52054.0,0.87,0.2946,1.1646
52055.0,0.8768,0.2853,1.1621000000000001
52056.0,0.8623,0.2969,1.1592
52057.0,0.8575,0.2875,1.145
52058.0,0.8624,0.2824,1.1448
52059.0,0.8543,0.2855,1.1398
52060.0,0.8811,0.2841,1.1652
52061.0,0.8129,0.2987,1.1116
52062.0,0.8432,0.2852,1.1284
52063.0,0.8572,0.2929,1.1501
52064.0,0.8748,0.2966,1.1714
52065.0,0.85,0.3042,1.1542
52066.0,0.8392,0.2863,1.1255
52067.0,0.8421,0.2879,1.13
52068.0,0.8431,0.2954,1.1385
52069.0,0.8424,0.2847,1.1271
52070.0,0.8557,0.2866,1.1423
52071.0,0.8538,0.2881,1.1419000000000001
52072.0,0.8512,0.2764,1.1276
52073.0,0.8442,0.2868,1.131
52074.0,0.8578,0.2873,1.1451
52075.0,0.8482,0.2872,1.1354
52076.0,0.8085,0.273,1.0815000000000001
52077.0,0.8363,0.2926,1.1289
52078.0,0.8872,0.2943,1.1815
52079.0,0.8432,0.2906,1.1338
52080.0,0.8602,0.2838,1.144
